GivenName,MiddleInitial,Surname,City,State
Guillaume,A,Lagrange,Waarmaarde,VWV
Komal,T,van Poelgeest,Voort,VLI
Françoise,É,Lagueux,Nouvelles,WHT
Achraf,M,de Leede,Bourseigne-Neuve,WNA
Mete,D,van Dorsten,Snaaskerke,VWV
Guerin,C,Dandonneau,Chaumont-Gistoux,WBR
Russell,D,Trépanier,Moorslede,VWV
Onfroi,A,Saurel,Goutroux,WLX
Tristan,D,Descoteaux,Boekhoute,VOV
Charlot,M,Gaulin,Dolembreux,WLG
Rana,A,Overweg,Sint-Rijkers,VWV
Geoffrey,C,Carignan,Izegem,VWV
Elko,E,Tieleman,Noville,WHT
Ingemar,Z,Lock,Jollain-Merlin,WHT
Hafsa,S,Verwijs,Jamoigne,WHT
Claude,R,Gamache,Viemme,WLG
Maslin,R,Lécuyer,Orp-Jauche,WBR
Aymon,J,Chauvet,Gomze-Andoumont,WLG
Odo,P,Mailhot,Tournai,WHT
Malagigi,A,Tardif,Ingelmunster,VWV
Tamer,D,Huigen,Sippenaeken,WLG
Reuben,Z,van Jaarsveld,Fays-les-Veneurs,WHT
Arnou,J,Paquet,Gerpinnes,WLX
Talon,J,Sauriol,Verlaine,WLG
Ide,I,van den Oetelaar,Gesves,WNA
Marjolaine,V,Tollmache,Nokere,VOV
Verney,S,Chouinard,Gits,VWV
Mücahid,H,Lijzenga,Villers-Saint-Ghislain,WHT
Aron,P,Veerkamp,Baal,VBR
Josien,H,Chiu,Bois-et-Borsu,WLG
Klaaske,M,Springer,Ternat,VBR
Adrianne,E,Mostert,Itegem,VAN
Zerbino,J,Ruais,Remagne,WHT
Harrie,D,de Waal,Remagne,WHT
Tjerk,M,Schoon,Seraing,WLG
Quido,R,Theunisz,Leopoldsburg,VLI
Percy,C,DeGrasse,Westouter,VWV
Théodore,V,Rouze,Porcheresse,WHT
Amaury,P,LeBatelier,Sint-Amandsberg,VOV
Cheney,A,Babin,Lombardsijde,VWV
Fady,F,Vervoorn,Oizy,WNA
Guillaume,F,Faubert,Sautour,WNA
Orson,J,Dumont,Hognoul,WLG
Sacripant,C,Sabourin,Kessel-Lo,VBR
Harbin,O,Patenaude,Veurne,VWV
Alfred,S,Tolboom,Neu-Moresnet,WLG
Zühal,A,Pothof,Roesbrugge-Haringe,VWV
Henrick,S,Kamerbeek,Brasmenil,WHT
Mireille,R,Piedalue,Vresse-sur-Semois,WNA
Valerie,S,Kleij,Butgenbach,WLG
Gaetane,H,DeGrasse,Jurbise,WHT
Jean,F,Giguère,Mortier,WLG
Imane,C,Bijvank,Lavoir,WLG
Hong,F,Bloos,Idegem,VOV
Jean,Y,Beauchamp,Bonnert,WHT
Burrell,A,DuLin,Beez,WNA
Troy,C,Marquis,Vilvoorde,VBR
Waseem,Z,Angela,Monceau-Imbrechies,WLX
Mansur,J,van Noort,Sohier,WHT
Claudy,N,Grootenhuis,Gullegem,VWV
Cornelis,L,van Splunder,Wegnez,WLG
Arnou,A,Barrette,Wieze,VOV
Théophile,E,Brisette,Peutie,VBR
Denzell,M,Brunink,Hofstade,VOV
Namo,M,Duclos,Nederbrakel,VOV
Michèle,M,Couet,Voormezele,VWV
Medine,S,van der Hoek,Weelde,VAN
Serge,C,Pinneau,Hanzinelle,WNA
Silke,J,Vingerhoets,Dolembreux,WLG
Dilara,P,Woudwijk,Lovendegem,VOV
Amier,R,Meindertsma,Meyrode,WLG
Titus,J,van der Velden,Les Bulles,WHT
Marline,M,Tange,Elen,VLI
Russell,C,Lazure,Saint-Aubin,WNA
Sky,A,Suurmond,Gooik,VBR
Tyson,M,Camps,Kaprijke,VOV
Jivan,K,Balci,Sint-Denijs-Boekel,VOV
Jentje,H,Bosmans,Amel,WLG
Duke,G,Baakman,Mesvin,WHT
Galatee,D,Simard,Haut-Ittre,WBR
Gabriel,A,Caron,Bovelingen,VLI
Émile,A,Pellerin,Natoye,WNA
Maurice,A,Belisle,Bellingen,VBR
Jaden,R,Thijsen,Landskouter,VOV
Renso,L,Gieling,Antwerpen,VAN
Ferit,P,Verstraeten,Deurle,VOV
Keenan,S,Buter,Blaasveld,VAN
Gill,M,Fortier,Morlanwelz-Mariemont,WHT
Ranil,A,Wiedijk,Noiseux,WNA
Ray,H,Crête,Bevercé,WLG
Sasha,G,Driehuis,La Louvière,WHT
Maick,T,Kalshoven,Braives,WLG
Lance,A,Cools,Borsbeek,VAN
Blanche,É,Benoit,Hodister,WHT
La Roux,L,Arsenault,Zottegem,VOV
Shivani,S,Weeber,Ellezelles,WHT
Fayette,E,Belisle,Moresnet,WLG
Corwin,E,Boldewijn,Noville-les-Bois,WNA
Huon,O,Grondin,Dourbes,WNA
Nella,E,Verwaal,Leeuwergem,VOV
David,P,Doyon,Overpelt,VLI
Steffi,A,Elbertse,Izier,WHT
Meeke,L,Spin,Berg,VLI
Antoine,E,Racine,Bourlers,WLX
Bruno,J,Meter,Heist-Op-Den-Berg,VAN
Rishi,J,Ribbers,Widooie,VLI
Rivaldo,R,Meulman,Hainin,WHT
Varden,T,Bondy,Goé,WLG
Viollette,F,Coupart,Olen,VAN
Alita,C,Lussier,Vlezenbeek,VBR
Alexis,M,Brunault,Louvain-la-Neuve,WBR
Faye,C,Quirion,Oudegem,VOV
Safira,F,Kalkman,Beauwelz,WLX
Feray,D,Vollenbroek,Buzet,WLX
Alfred,J,Carels,Court-Saint-Etienne,WBR
Jacques,B,Vleeming,Kontich,VAN
Chapin,A,Croquetaigne,Huy,WLG
Giordano,X,Niezen,Nieuwkapelle,VWV
Isaï,C,Kodde,Brussel,WBR
Biko,P,Freriks,Affligem,VBR
Justice,P,Hoogveld,Lessines,WHT
Christianus,S,Bak,Grâce-Berleur,WLG
Jaro,S,Hogeweg,Andenne,WNA
Gerrit-Jan,L,Schuilenburg,Lamorteau,WHT
Derck,K,Gregoire,Kleine-Spouwen,VLI
Ralph,M,Exalto,Manderfeld,WLG
Landers,O,Paimboeuf,Lamine,WLG
Alphons,S,Opstal,Beuzet,WNA
Granville,N,Joly,Sautour,WNA
Eustache,P,L'Anglais,Felenne,WNA
Tristan,A,Fleer,Ougrée,WLG
Stéphane,O,Patenaude,Mirwart,WHT
Octave,H,Pelland,Baal,VBR
Bartje,S,van den Hof,Zeebrugge,VWV
Selçuk,J,Remmers,Grandmetz,WHT
Alexandre,O,Thériault,Lesterny,WHT
Ho,D,Blaauwgeers,Rouvroy,WHT
Loyal,M,Lacroix,Lamine,WLG
Jose,W,de Snoo,Ordingen,VLI
Gifford,M,Abril,Marche-lez-Ecaussinnes,WHT
Odo,F,Gosselin,Burdinne,WLG
Priscillia,T,Manuel,Sauvenière,WNA
Somerville,A,Couture,Mourcourt,WHT
Avril,B,Sevier,Ham,VLI
Tanguy,J,Drouin,Wetteren,VOV
Algernon,A,Lanoie,Arc-Ainières,WHT
Leroy,L,Fongemie,Baasrode,VOV
Jazz,R,Slomp,Beerse,VAN
Charlot,E,Brochu,Sint-Maria-Horebeke,VOV
Latimer,J,Arnoux,Haltinne,WNA
Damiane,N,Salmons,Peer,VLI
Cong,S,Regeling,Morialmé,WNA
Soufian,I,Leijser,Nalinnes,WLX
Frontino,P,Clavet,Meldert,VBR
Natascha,N,Helmes,Vodecée,WNA
Kyllian,L,van der Kloet,Teralfene,VBR
Etoile,F,Salmons,Les Avins,WLG
Hardouin,C,Desroches,Berzée,WNA
Boye,T,Limburg,Werm,VLI
Lothair,N,Jobin,Braine-le-Château,WBR
Serhan,H,Strootman,Grosage,WHT
Normand,S,Lussier,Leugnies,WLX
Didier,J,Blonk,Boussu-en-Fagne,WNA
Lorain,L,Henriquez,Dessel,VAN
Zaza,M,van Eerden,Ronquières,WHT
Danijel,M,Oosterlee,Helkijn,VWV
Joseline,L,Scheltens,Aubel,WLG
Grégoire,H,Daigle,Blaimont,WNA
Corinne,T,Hervieux,Wavreille,WNA
Jacobine,S,Terluin,Kerkom,VBR
Tatiana,D,Letteboer,Sint-Huibrechts-Hern,VLI
Yelina,R,Delsing,Weismes,WLG
Abe,S,Vlastuin,Neerhespen,VBR
Rive,K,Goulet,Haasrode,VBR
Diégo,R,Barendsen,Orgeo,WHT
Avenall,F,Huppé,Hogne,WNA
Abdelhalim,M,van Eert,Durnal,WNA
Harbin,D,Beaudry,Schoenberg,WLG
Wilhelmine,J,Bouwknegt,Lembeek,VBR
Keith,L,Groenwold,Tongeren,VLI
Esteban,F,Reerink,Landenne,WNA
Stephen,M,Feddema,Zutendaal,VLI
Emmanuel,N,Boisclair,Eernegem,VWV
Hiba,E,Brabers,Tellin,WHT
Juanito,L,Wauben,Zwijnaarde,VOV
Lowell,É,Boulé,Pulderbos,VAN
Romaine,G,Dastous,Grandrieu,WLX
Thibaut,H,Legault,Marbais,WBR
Ajla,B,Tanis,Givry,WHT
Kyrill,M,Keurentjes,Soumoy,WNA
Grégoire,B,Boulanger,Tilly,WBR
Jany,D,Beugelink,Gages,WHT
Mikai,F,Eijkelboom,Membruggen,VLI
Raymond,G,Nadeau,Sorée,WNA
Hamza,J,Zoethout,Boom,VAN
Forrest,C,Vallée,Mortsel,VAN
Wikash,A,Meinsma,Melkwezer,VBR
Christian,A,Bergeron,Helen-Bos,VBR
Clothilde,O,Lebel,Grivegnée,WLG
Gaetane,P,Lazure,Les Hayons,WHT
Celesta,B,Vleugels,Chiny,WHT
Dionysius,L,Erkens,Brustem,VLI
Satish,K,Adolfs,Wandre,WLG
Tristan,J,Desroches,Zandvoorde,VWV
Abdulrahman,S,van Dam,Wortegem,VOV
Fleurette,V,Neufville,Bambrugge,VOV
Serge,B,Lang,Montbliart,WLX
Saber,L,Bussière,Waterloo,WBR
Lester,I,Hamming,Roselies,WLX
IJsbrand,M,van Ling,Engelmanshoven,VLI
Rémy,M,Provencher,Eggewaartskapelle,VWV
Nouel,A,Quessy,Ramegnies-Chin,WHT
Bas,O,ten Brink,Forges,WLX
Melusina,E,Roussel,Crisnée,WLG
Shu,K,van 't Veld,Hanzinelle,WNA
Gilles,P,Guay,Bassilly,WHT
Frank,A,Spijkers,Heurne,VOV
Dik,I,Pet,Nassogne,WHT
Erva,L,Lijzenga,Heure-le-Romain,WLG
Richenel,E,van den Beld,Limelette,WBR
Léon,M,Francoeur,L'Escaillère,WLX
Selman,S,Luijkx,Lavaux-Sainte-Anne,WNA
Pierre,X,Bourgeois,Nouvelles,WHT
Thobias,N,van Cuijk,Brugge,VWV
Roos-Anne,D,Rademaker,Lomprez,WHT
Santiago,Y,Vincent,Neufchâteau,WLG
Laurent,G,Dumoulin,Poppel,VAN
Kwok,S,Hulzebosch,Boezinge,VWV
Travers,A,Dupuis,Schoonaarde,VOV
Noël,V,Lamour,Escanaffles,WHT
Belle,R,Gaulin,Groot-Bijgaarden,VBR
Mary,A,Kaijser,Sint-Eloois-Vijve,VWV
Adorlee,L,Bordeleau,Neuville-en-Condroz,WLG
Djayden,Y,Welters,Appelterre-Eichem,VOV
Saadet,T,Seegers,Itterbeek,VBR
Juul,L,Deurloo,Amougies,WHT
Lyle,A,Arnoux,Houtem,VWV
Mirela,J,Geels,Malvoisin,WNA
Dominic,A,Desaulniers,Sint-Martens-Bodegem,VBR
Tabor,A,Bondy,Emelgem,VWV
Sébastien,O,Desforges,Kampenhout,VBR
Lavinia,A,Oosterhoff,Niverlée,WNA
Suleman,N,Stegenga,Acosse,WLG
Gustave,J,Beaulieu,Sint-Kruis,VWV
Norris,E,Bourgeau,Oostakker,VOV
Elita,V,Couet,Petegem-aan-de-Schelde,VOV
Gauthier,A,Rhéaume,Herquegies,WHT
Ahmet,K,Beeren,Eke,VOV
Leeroy,S,Houwaart,Bost,VBR
Aubert,O,Sacré,Sart-lez-Spa,WLG
Jorne,A,van den Bogaard,Malèves-Ste-Marie-Wastines,WBR
Stéphane,A,Fortin,Izier,WHT
Karel,K,Coudert,Sint-Lievens-Houtem,VOV
Gifford,D,Lesage,Zolder,VLI
Favor,O,Parent,Wancennes,WNA
Adrien,G,Bazin,Somme-Leuze,WNA
Rudger,C,Franck,Piéton,WHT
Konstantinos,S,Beunen,Tavigny,WHT
Pip,R,Verdam,Mettekoven,VLI
Zoey,S,Voorham,Amblève,WLG
Carlyn,K,Walta,Tourinnes-Saint-Lambert,WBR
Wicher,E,Franke,Fauroeulx,WHT
Isaac,E,Croquetaigne,Westmalle,VAN
Jolie,P,Melanson,Pussemange,WNA
Taha,E,van der Geest,Wakken,VWV
Phillipa,T,Hervieux,Poulseur,WLG
Ganelon,A,Turcotte,Blanden,VBR
Verney,F,Paimboeuf,Saint-Vincent,WHT
Hamida,G,Daems,Rumst,VAN
Rover,K,Bruning,Vloesberg,WHT
Soren,M,Moïse,Paifve,WLG
Aalbert,M,van Meerveld,Ham-sur-Heure/Nalinnes,WLX
Annette,D,Dostie,Antwerpen,VAN
Abdessamad,R,Verstoep,Moulbaix,WHT
Merle,J,Paulet,Estinnes-au-Mont,WHT
Alacoque,N,Plante,Quévy-le-Petit,WHT
Valencio,M,Graven,Wontergem,VOV
Lidwine,S,Kerkhoff,Bekkevoort,VBR
Tabor,A,Rossignol,Sélange,WHT
Mohamed,M,Elferink,Mont,WNA
Vail,A,LeBatelier,Heppignies,WLX
Wubbo,R,Çoban,Nil-St-Vincent-St-Martin,WBR
Travers,H,Lécuyer,Ougrée,WLG
Eli,E,Mathijssen,Blaugies,WHT
Benjamin,A,Turcotte,Merdorp,WLG
Donat,G,Latourelle,Beyne-Heusay,WLG
Loïc,E,Grootscholten,Gaurain-Ramecroix,WHT
Calandre,P,Norbert,Habergy,WHT
Loring,J,Lespérance,Orsmaal-Gussenhoven,VBR
Daniël,R,van der Graaf,Laplaigne,WHT
Bartlett,D,Duplessis,Marche-les-Dames,WNA
Krzysztof,I,van der Toorn,Nederokkerzeel,VBR
Rajiv,J,Derks,Walcourt,WNA
Jacquenett,E,Fortin,Tollembeek,VBR
Guillaume,M,Labrecque,Castillon,WNA
Marciano,P,Walburg,Oostkamp,VWV
Fantina,G,Cousteau,Gosselies,WLX
Archaimbau,D,Robillard,Orsmaal-Gussenhoven,VBR
Carolos,F,Gauvin,Beveren-aan-den-IJzer,VWV
Sacripant,I,Piedalue,Jodoigne-Souveraine,WBR
Thieme,J,Nijenhuis,Berloz,WLG
Manville,N,Desnoyers,As,VLI
Bernard,E,Tollmache,Rocourt,WLG
Channa,P,van 't Hart,Borsbeke,VOV
Mercer,A,Patry,Ocquier,WLG
Siham,G,Konink,Zoerle-Parwijs,VAN
Yolande,A,Brault,Petegem-aan-de-Schelde,VOV
Salem,R,van Bree,Bourseigne-Vieille,WNA
Bahattin,D,van Gessel,Genval,WBR
Tilly,V,Côté,Helkijn,VWV
Toussaint,B,Lafontaine,Maubray,WHT
Arridano,A,Fecteau,Tielt,VBR
Patrick,S,Fontaine,Westrozebeke,VWV
Marcel,C,Gabriaux,Bioul,WNA
Pénélope,A,Daoust,Donstiennes,WLX
Shane,S,Eikelenboom,Libramont-Chevigny,WHT
Linette,J,Deserres,Rixensart,WBR
Aceline,D,Batard,Mopertingen,VLI
Chapin,C,Plourde,Willaupuis,WHT
Gilbert,R,Chassé,Bommershoven,VLI
Leroy,V,Douffet,Wangenies,WLX
Milad,J,Schäfer,Sint-Amandsberg,VOV
Ashwien,L,Kamminga,Relegem,VBR
Gifford,C,Gour,Sint-Denijs,VWV
Edison,B,Dik,Leuze-en-Hainaut,WHT
Flordelis,P,Senneville,Engis,WLG
Thibaut,M,Barrette,Lichtaart,VAN
Charles,A,L'Anglais,Mesnil-Saint-Blaise,WNA
Jordi,S,Salverda,Sart-Custinne,WNA
Desie,K,Widdershoven,Marneffe,WLG
Alexandre,A,Gagné,Gutschoven,VLI
Alican,D,van der Wegen,Labuissière,WLX
Machelina,N,van Erve,Farciennes,WLX
Paul,V,Deblois,Faimes,WLG
Chakib,G,Zuijderduijn,Baelen,WLG
Landers,L,Trottier,Steenhuize-Wijnhuize,VOV
Foppe,G,Reedijk,Villers-en-Fagne,WNA
Imelda,A,Splinter,Wonck,WLG
Victor,C,Racine,Thy-le-Château,WNA
Harbin,C,Fecteau,Borgerhout,VAN
Odo,J,Jodoin,Jupille-sur-Meuse,WLG
Leonore,K,Kelder,Dessel,VAN
Sennet,M,Gamache,Walcourt,WNA
Rieks,G,Groenevelt,Staden,VWV
Jornt,J,van Berkel,Witry,WHT
Cristiaan,I,van Kleef,Ernage,WNA
Christelle,B,Covillon,Petegem-aan-de-Schelde,VOV
Obbe,K,Oosterling,Ciply,WHT
Wishal,R,van Hengel,Neufvilles,WHT
Namo,P,Bourque,Leignon,WNA
Yorik,Ç,Limburg,Suxy,WHT
Armand,J,Lamare,Grand-Reng,WLX
Dewi,C,Grimbergen,Vlimmeren,VAN
Andrej,H,van Delft,Clermont,WLG
Herman,K,Borkent,Dour,WHT
Jalil,A,Schalken,Beerzel,VAN
Bartlett,M,Bélair,Ocquier,WLG
Aron,A,Winnubst,Hérinnes-lez-Pecq,WHT
Melville,R,Poissonnier,Héron,WLG
Filippus,O,Walet,Hees,VLI
Wilmar,H,van Nieuwenhoven,Fourons,VLI
Feyzullah,E,van Bladel,Pulderbos,VAN
Dreux,P,Bélanger,Hognoul,WLG
Eugène,R,Paimboeuf,Isnes,WNA
Telford,J,Deblois,Ranst,VAN
Ebe,B,van Malsen,Sosoye,WNA
Sjeel,M,Doldersum,Porcheresse,WNA
Roland,V,Loiselle,Molenbeersel,VLI
Melissa,A,Pelders,Mechelen-Bovelingen,VLI
Ciske,A,den Dulk,Strée-lez-Huy,WLG
Yaron,G,van Woerden,Tongrinne,WNA
Saverio,J,Venema,Barbençon,WLX
Caithlyn,Ö,Kemna,Leisele,VWV
Christophe,J,Sarrazin,Haversin,WNA
Maxim,S,Scholing,Vaalbeek,VBR
Wei,A,Rotman,Schelle,VAN
Ebu,R,Walburg,Poesele,VOV
Rabican,L,Ouellet,Gijverinkhove,VWV
Albertine,R,Marcheterre,Zandbergen,VOV
Christal,P,van Boxtel,Nukerke,VOV
Teis,A,Kamst,Baulers,WBR
Joaquin,E,Richters,Modave,WLG
Annie,T,Koskamp,Couthuin,WLG
Melville,A,Bergeron,Sourbrodt,WLG
Raoel,W,Wiskerke,Feschaux,WNA
Nilab,S,Compier,Nobressart,WHT
Russell,D,Monrency,Baardegem,VOV
Desire,E,Patenaude,Richelle,WLG
Zerbino,S,Martel,Ere,WHT
Sabine,L,Grivois,Bekkevoort,VBR
Rinesh,Y,Stege,Hermalle-sous-Argenteau,WLG
Coralie,T,van der Vorm,Autelbas,WHT
Roeland,R,van der Zouwen,Ouffet,WLG
Lizz,I,Doorten,Saint-Gérard,WNA
Benoît,V,Sevier,Lombise,WHT
Neville,L,Barrière,Suarlée,WNA
Gradasso,B,Lauzier,Rotem,VLI
Gerke,J,Koeman,Sart-Dames-Avelines,WBR
Donat,C,Couet,Ways,WBR
Michel,C,Archambault,Court-Saint-Etienne,WBR
Rive,A,St-Pierre,Tongre-Notre-Dame,WHT
Royce,O,Senneville,Furfooz,WNA
Ferragus,A,Lauzier,Oizy,WNA
Remmert,F,van Knippenberg,Sint-Jan-in-Eremo,VOV
Winfried,L,van Tricht,Erquennes,WHT
Jense,S,Gast,Zwevegem,VWV
Jorrick,D,Nugteren,Ramskapelle,VWV
Harbin,V,Leroy,Corswarem,WLG
Anouk,A,Rancourt,Saint-Marc,WNA
Neville,F,Paquet,Lotenhulle,VOV
Jewel,P,Filippo,Villers-la-Bonne-Eau,WHT
Landers,F,Vadeboncoeur,Uikhoven,VLI
Marcel,S,Lafrenière,Bouvignies,WHT
Clémence,H,Leroy,Ellikom,VLI
Marshall,D,Angélil,Oizy,WNA
Philippe,F,Courtois,Thommen,WLG
Saverio,N,de Waardt,Pry,WNA
Ivan,L,Hellenbrand,Massenhoven,VAN
Sjeng,I,Scheeren,Strée,WLX
Anouk,M,Clavet,Momignies,WLX
Beert,A,Wokke,Erezée,WHT
Aceline,L,Simon,Jambes,WNA
Éric,H,Potvin,Floriffoux,WNA
Jaimey,Y,Bassa,Lille,VAN
Verrill,D,DuLin,Mohiville,WNA
Ezra,R,van Twist,Ochamps,WHT
Melisande,L,Noël,Wegnez,WLG
Evrard,J,Desaulniers,Viane,VOV
Varden,B,Lagacé,Machelen,VOV
Gérard,L,Blais,Turnhout,VAN
Joes,J,Bruggeling,Oteppe,WLG
Agrican,M,Duranseau,Willemeau,WHT
Christien,H,Simard,Heer,WNA
Pierpont,D,Roussel,Torgny,WHT
Neville,B,St-Pierre,Zellik,VBR
Thiery,A,Dandonneau,Roselies,WLX
Sergio,B,Beuker,Sint-Kruis-Winkel,VOV
Dreux,A,Duranseau,Havré,WHT
Amabella,R,Montminy,Bouwel,VAN
Tabor,B,Charpentier,Mont-Sainte-Geneviève,WLX
Giovani,S,van Liere,Bellevaux-Ligneuville,WLG
Shereen,T,Stokvis,Viroinval,WNA
Loyal,A,Salois,Ville-sur-Haine,WHT
Klaas,M,IJzermans,Lierde,VOV
Gilbert,M,Schaefers,Tilff,WLG
Kâmil,D,van Rijssen,Mellet,WLX
Anes,S,van Haastert,Juseret,WHT
Blanchefle,F,Hétu,Quévy-le-Petit,WHT
Legget,S,Hughes,Offagne,WHT
Ineke,D,Winkelmolen,Jumet,WLX
Richard,S,Durand,Eisden,VLI
Lyle,D,Carrière,Vieux-Waleffe,WLG
Jelte,N,Remijn,Landelies,WLX
Luc,S,Lacasse,Anhée,WNA
Jascha,J,Kitzen,Wechelderzande,VAN
Latimer,E,Laisné,Moresnet,WLG
Felicien,J,Quiron,Bütgenbach,WLG
Reindert,A,Kregel,Casteau,WHT
Felicienne,J,Aupry,Dergneau,WHT
Nenad,B,Best,Somme-Leuze,WNA
Aleksander,I,Pape,Péronnes-lez-Antoing,WHT
Najima,R,Ceelen,Elversele,VOV
Abdessamad,A,Aziz,Berlaar,VAN
Tjomme,M,Bruijnen,Lamontzée,WLG
Legget,J,Racicot,Voeren,VLI
Gustave,C,Casgrain,Seraing,WLG
Guillaume,C,Boutot,Anderlues,WLX
Renatus,M,Moonen,Gerdingen,VLI
Samar,R,Volkerink,Mortier,WLG
İsmail,M,van Gemeren,Barvaux-sur-Ourthe,WHT
Azzeddine,F,Bouten,Vlezenbeek,VBR
Paien,P,Durand,Ethe,WHT
Chandler,Z,Duffet,Abée,WLG
Iddo,A,van Brunschot,Bruyelle,WHT
Bartholomeus,S,Speek,Rosée,WNA
Avril,M,Mainville,Le Mesnil,WNA
Sharifa,J,Stultiens,Limbourg,WLG
Annot,J,Potvin,Ingelmunster,VWV
Duncan,J,Schreijer,Houtave,VWV
Vincent,F,Chaussée,Nettinne,WNA
Evrard,C,Mailloux,Brussel,WBR
Ayla,M,Houwaart,Schulen,VLI
Slainie,F,Des Meaux,Clabecq,WBR
Yunus,F,Paardekooper,Zelem,VLI
Olof,P,Horsting,Huise,VOV
Master,S,van der Schaft,Corbion,WHT
Quincy,A,Fecteau,Eernegem,VWV
Oliver,G,Garnier,Mortroux,WLG
Maritza,D,Plasmeijer,Louveigné,WLG
Tyson,A,Vaillancour,Montzen,WLG
Searlas,O,Courtemanche,Comblain-au-Pont,WLG
Ferragus,H,Gougeon,Tihange,WLG
Sjuul,M,Uslu,Hermalle-sous-Argenteau,WLG
Honore,F,Guibord,Havay,WHT
Hendrik-Jan,E,van der Knijff,Hatrival,WHT
Gradasso,B,Ayot,Otrange,WLG
Aubert,L,Guilmette,Recogne,WHT
Boyan,M,Renting,Appels,VOV
Scoville,A,Dubé,Saint-Denis,WHT
Randolph,H,Olthuis,Meyrode,WLG
Kirby,S,van Boheemen,Septon,WHT
Mauricio,Q,Wijngaard,Frasnes-lez-Gosselies,WLX
Espen,A,van Bezooijen,Ermeton-sur-Biert,WNA
Mel,R,Penders,Frasnes-lez-Gosselies,WLX
Christian,R,Émond,Erpent,WNA
Alexis,B,Carrière,Moxhe,WLG
Juliette,M,Heutink,Mol,VAN
Arno,Z,Dennis,St-Maria-Oudenhove,VOV
Djurre,L,Bell,Batsheers,VLI
Roxanne,T,Moquin,Martenslinde,VLI
Giovanny,L,Arnoldussen,Quenast,WBR
Koray,S,Burgering,Vivy,WHT
Symen,C,Thalen,Blaton,WHT
Bernhard,W,Schipper,Nossegem,VBR
Fabiano,S,Ruijter,Duras,VLI
Jin,V,Lambert,Sougné-Remouchamps,WLG
Alexander,F,Swartjes,Saint-Denis-Bovesse,WNA
Avenall,A,Arnoux,Destelbergen,VOV
Hakima,R,Bruns,Reuland,WLG
Chesney,M,Klooster,Sint-Kornelis-Horebeke,VOV
Rafika,D,ter Braak,Waulsort,WNA
Tijs,J,Wolfs,Lo-Reninge,VWV
Denis,F,Cinq-Mars,Eine,VOV
Precious,E,van Steenbergen,Nieuwenrode,VBR
Yvette,V,Jodoin,Wechelderzande,VAN
Adèle,L,Gareau,Meerbeek,VBR
Namo,T,Lefèbvre,Marchovelette,WNA
Christien,D,Brian,Neervelp,VBR
Sicco,C,de Langen,Geluveld,VWV
Jouri,S,Verboven,Grupont,WHT
Bayard,C,Généreux,Mielen-boven-Aalst,VLI
Abdullahi,D,Hensgens,Jalhay,WLG
Zara,C,Lespérance,Gottignies,WHT
Sterre,H,Ekhart,Assesse,WNA
Wen,E,Riksen,Harveng,WHT
Leco,A,Nieuwenhuijsen,Conneux,WNA
Gustave,D,Mousseau,Kampenhout,VBR
Gerritjan,N,Born,Koolskamp,VWV
Norris,B,Boucher,Limerlé,WHT
Lorraine,S,Courtemanche,Louette-Saint-Denis,WNA
Ot,S,Wander,Gochenée,WNA
Bartlett,A,Lapresse,Montenaken,VLI
Olivie,P,Robert,Sint-Katelijne-Waver,VAN
Tevfik,I,Demirci,Vlamertinge,VWV
Aynur,H,Polderman,Hasselt,VLI
Eustache,V,Lamy,Arville,WHT
Gianny,A,Maurer,Taintignies,WHT
Georges,R,Coupart,Eernegem,VWV
Michelangelo,S,Groeneweg,Sivry-Rance,WLX
Oliver,R,Louineaux,Lommel,VLI
Cecil,K,Remmerswaal,Chênée,WLG
Renco,N,Hellenbrand,Sint-Kwintens-Lennik,VBR
Soren,B,Lamour,Silly,WHT
Astolpho,M,Jacques,Stekene,VOV
Zdenek,M,Lereau,Edelare,VOV
Travers,J,Larivière,Les Hayons,WHT
Nadim,A,Kersten,Sart-Dames-Avelines,WBR
Kyle,L,Brand,Huizingen,VBR
Emilie,A,van Oosterwijk,Herfelingen,VBR
Harbin,A,David,Woumen,VWV
Marian,M,Frans,Aalter,VOV
Teunisje,M,van Delft,Schellebelle,VOV
Ike,H,te Lintelo,Marneffe,WLG
Bodi,J,Schneider,Michelbeke,VOV
Juriën,A,Schwartz,Opglabbeek,VLI
Leal,R,Plante,Honnay,WNA
Danielle,B,Breton,Ellemelle,WLG
Kobus,W,de Geest,Marchienne-au-Pont,WLX
Veerle,W,Krom,Henis,VLI
Sijmon,L,Dullaart,Reuland,WLG
Ferre,C,Lukassen,Dadizele,VWV
Éric,A,Charlebois,Assebroek,VWV
Oliver,F,Beaudoin,Chevetogne,WNA
Antoine,R,Girard,Bioul,WNA
Baer,C,Arnold,Tilleur,WLG
Pierpont,E,Veronneau,Pommeroeul,WHT
Jaydee,L,van der Plaats,Mont,WHT
Rule,K,Vachon,Soiron,WLG
Levin,E,Kalsbeek,Athis,WHT
Sargent,C,Chartré,De Moeren,VWV
Rizwan,J,Kilian,Seilles,WNA
Etoile,L,Rousseau,Jamioulx,WLX
Floor,H,Schel,Longchamps,WNA
Ramses,J,Bourgonje,Baasrode,VOV
Bellamy,C,Grenier,Sint-Andries,VWV
Marck,J,van Rijssel,Ramsel,VAN
Alek,S,Gabriels,Ruien,VOV
Payam,G,Aydemir,Mullem,VOV
Moore,A,Brochu,Kerksken,VOV
Jaromir,S,Reker,Nobressart,WHT
